Name,State,Status,Managed By,Host,Cluster,Provisioned Space,Used Space,Guest OS,Compatibility,Memory Size,Reservation,CPUs,NICs,Uptime,IP Address,VMware Tools Version Status,"VMware Tools Running 
Status",Host CPU,Host Mem,Guest Mem - %,DNS Name,EVC Mode,UUID,Notes,Alarm Actions,HA Protection,Needs Consolidation,VM Storage Policies Compliance,Encryption,TPM,VBS
tbn-vrs05,Powered On,Normal,VR Management,tbn-com-af04.hci.bri.co.id,TBN-MGT-AF-CL01,36.16 GB,21.63 GB,Other 3.x Linux (64-bit),ESXi 5.5 and later (VM version 10),1 GB,0 B,2,2,46 days,"172.19.147.42, 192.168.123.42, fe80::250:56ff:fe98:e60c, fe80::250:56ff:fe98:d5af",guestToolsUnmanaged|11296,Running,3.06 GHz,1.03 GB,28,tbn-vrs05.hci.bri.co.id,"Intel® ""Broadwell"" Generation",421890ea-36c0-c02c-bc87-fbdec88ac9f9,Additional vSphere Replication Server,Enabled,Protected,Not Required,"Compliant (Aug 27, 2021 8:08 AM)",No,false,false
tbn-vrs06,Powered On,Normal,VR Management,tbn-com-af02.hci.bri.co.id,TBN-MGT-AF-CL01,36.18 GB,21.63 GB,Other 3.x Linux (64-bit),ESXi 5.5 and later (VM version 10),1 GB,0 B,2,2,46 days,"172.19.147.43, 192.168.123.43, fe80::250:56ff:fe98:8ddf, fe80::250:56ff:fe98:4b48",guestToolsUnmanaged|11296,Running,3.09 GHz,1.03 GB,39,tbn-vrs06.hci.bri.co.id,"Intel® ""Broadwell"" Generation",42181463-b108-00f0-4a30-f96e404d7fba,Additional vSphere Replication Server,Enabled,Protected,Not Required,"Compliant (Aug 27, 2021 8:08 AM)",No,false,false
tbn-vrs07,Powered On,Normal,VR Management,tbn-com-af02.hci.bri.co.id,TBN-MGT-AF-CL01,34.11 GB,17.43 GB,Other 3.x Linux (64-bit),ESXi 5.5 and later (VM version 10),1 GB,0 B,2,2,26 days,"172.19.147.44, 192.168.123.44, fe80::250:56ff:fe98:3d76, fe80::250:56ff:fe98:69b1",guestToolsUnmanaged|11296,Running,2.06 GHz,1.03 GB,27,tbn-vrs07.hci.bri.co.id,"Intel® ""Broadwell"" Generation",4218e9ae-8384-6b38-624c-12da6811bac2,Additional vSphere Replication Server,Enabled,Protected,Not Required,"Compliant (Aug 27, 2021 8:08 AM)",No,false,false
tbn-vrs08,Powered On,Normal,VR Management,tbn-com-af04.hci.bri.co.id,TBN-MGT-AF-CL01,34.11 GB,14.62 GB,Other 3.x Linux (64-bit),ESXi 5.5 and later (VM version 10),1 GB,0 B,2,2,26 days,"172.19.147.45, 192.168.123.45, fe80::250:56ff:fe98:1f20, fe80::250:56ff:fe98:4f5",guestToolsUnmanaged|11296,Running,1.91 GHz,1.03 GB,29,tbn-vrs08.hci.bri.co.id,"Intel® ""Broadwell"" Generation",421866f1-0230-4e56-d1e8-a24399b48ad2,Additional vSphere Replication Server,Enabled,Protected,Not Required,"Compliant (Aug 27, 2021 8:08 AM)",No,false,false
tbn-vrs09,Powered On,Normal,VR Management,tbn-com-af02.hci.bri.co.id,TBN-MGT-AF-CL01,36.16 GB,21.64 GB,Other 3.x Linux (64-bit),ESXi 5.5 and later (VM version 10),1 GB,0 B,2,2,46 days,"172.19.147.46, 192.168.123.46, fe80::250:56ff:fe98:628b, fe80::250:56ff:fe98:edcc",guestToolsUnmanaged|11296,Running,2.58 GHz,1.03 GB,27,tbn-vrs09.hci.bri.co.id,"Intel® ""Broadwell"" Generation",42185a08-1eb2-3c47-1f65-60934ac32b1b,Additional vSphere Replication Server,Enabled,Protected,Not Required,"Compliant (Aug 27, 2021 8:08 AM)",No,false,false
TBN_AD_172.19.147.50_clone27Juli2021,Powered Off,Normal,,172.19.146.113,TBN-CSTGLNV-CL05,205.21 GB,105.45 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.0 and later (VM version 11),4 GB,0 B,4,1,0 second,,guestToolsSupportedNew|10346,Not running,0 Hz,0 B,0,,,4218672a-672b-1aa2-c51d-2314fa4624dd,"Win Server 2008 R2 Enterprise SP1 x64
========================
Disk C : 200 GB
Mem : 16 GB
CPU : 2x4

Include:
1. Setting NTP
2. McAfee
3. Zabbix Agent",Enabled,N/A,Not Required, --,No,false,false
TDR Online APP_172.18.104.186,Powered Off,Normal,com.vmware.vcDr,tbn-com-hb10.hci.bri.co.id,TBN-COM-HB-CL01,16.72 GB,0 B,Ubuntu Linux (64-bit),ESXi 5.0 and later (VM version 8),16 GB,0 B,16,0,0 second,,,Not running,0 Hz,0 B,0,,,42186b60-22e0-0ee0-9bec-d3891829ed55,,Enabled,N/A,Not Required,"Compliant (Aug 27, 2021 8:08 AM)",No,false,false
Telegram App DRC_172.19.65.114,Powered On,Normal,,172.19.148.27,TBN-COM-HP-CL03,516.09 GB,516.09 GB,Microsoft Windows Server 2012 (64-bit),ESXi 6.5 and later (VM version 13),16 GB,0 B,4,1,151 days,172.19.65.114,guestToolsSupportedOld|10287,Running,21 MHz,2.29 GB,1,TELEAPP65114,"Intel® ""Broadwell"" Generation",420b9614-435d-f921-abc4-dd7dfbaf35a9,,Enabled,Protected,Not Required, --,No,false,false
Template CentOS 7.7  FIX 172.18.135.209 Updated,Powered Off,Normal,,172.19.146.117,TBN-CSTGLNV-CL02,208.22 GB,7.93 GB,CentOS 7 (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,8,1,0 second,,guestToolsSupportedOld|10336,Not running,0 Hz,0 B,0,,,422a5a91-35cd-2900-91cd-f663597b0291,,Enabled,N/A,Not Required, --,No,false,false
Template CentOS 8 172.18.135.210 Updated,Powered Off,Normal,,172.19.146.120,TBN-CSTGLNV-CL02,158.22 GB,3.42 GB,CentOS 8 (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,8,1,0 second,,guestToolsSupportedOld|10346,Not running,0 Hz,0 B,0,,,422a2f2f-415d-4078-3d1f-fb10fdc1d138,,Enabled,N/A,Not Required, --,No,false,false
Template Hardening Win2012_IIS Updated_172.18.135.211,Powered Off,Normal,,172.19.146.125,TBN-CSTGLNV-CL02,208.2 GB,17.11 GB,Microsoft Windows Server 2012 (64-bit),ESXi 6.5 and later (VM version 13),8 GB,0 B,4,1,0 second,,guestToolsSupportedOld|10287,Not running,0 Hz,0 B,0,,,422a4fe0-3294-8e7e-746a-a7c0ebd0cebc,,Enabled,N/A,Not Required, --,No,false,false
Template Hardening Windows 2016 Updated_172.18.135.212,Powered Off,Normal,,172.19.146.167,TBN-CSTGLNV-CL02,208.2 GB,13.98 GB,Microsoft Windows Server 2016 (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,4,1,0 second,,guestToolsSupportedNew|10346,Not running,0 Hz,0 B,0,,,422a5d1d-2537-5dc6-42f5-1b96d039e355,,Enabled,N/A,Not Required, --,No,false,false
Template Hardening Windows Server 2019 Updated_172.18.135.214,Powered Off,Normal,,172.19.146.120,TBN-CSTGLNV-CL02,108.22 GB,15.34 GB,Microsoft Windows Server 2016 or later (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,8,1,0 second,,guestToolsSupportedOld|10346,Not running,0 Hz,0 B,0,,,422a82e2-73b6-34ec-23a9-136f16acb823,,Enabled,N/A,Not Required, --,No,false,false
Template RHEL 5.4 Updated_172.18.135.215,Powered Off,Normal,,172.19.146.163,TBN-CSTGLNV-CL02,316.2 GB,300 GB,Red Hat Enterprise Linux 5 (64-bit),ESXi 6.7 and later (VM version 14),16 GB,0 B,8,1,0 second,,guestToolsSupportedNew|10346,Not running,0 Hz,0 B,0,,,422a93a1-1d9c-c635-ef5f-02669922c2b1,,Enabled,N/A,Not Required, --,No,false,false
Template Rhel 6.6 Updated_172.18.135.216,Powered Off,Normal,,172.19.146.120,TBN-CSTGLNV-CL02,208.22 GB,2.95 GB,Red Hat Enterprise Linux 6 (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,8,1,0 second,,guestToolsSupportedOld|10338,Not running,0 Hz,0 B,0,,,422ad64d-8c03-df5f-6f3a-89b3a1aa86f6,,Enabled,N/A,Not Required, --,No,false,false
Template RHEL 8 MySql DBA Updated,Powered Off,Normal,,172.19.146.117,TBN-CSTGLNV-CL02,808.22 GB,25.35 GB,Red Hat Enterprise Linux 8 (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,8,1,0 second,,guestToolsSupportedNew|11264,Not running,0 Hz,0 B,0,,,422a9bfc-5f13-a7c2-933f-f7714633d234,,Enabled,N/A,Not Required, --,No,false,false
Template Rhel 8 Updated_172.18.135.217,Powered Off,Normal,,172.19.146.120,TBN-CSTGLNV-CL02,208.22 GB,10.8 GB,Red Hat Enterprise Linux 8 (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,8,1,0 second,,guestToolsSupportedOld|10346,Not running,0 Hz,0 B,0,,,422ae19f-d389-42ec-c861-34addcccf79a,,Enabled,N/A,Not Required, --,No,false,false
Template Rhel 8 Updated_CLuster HP,Powered On,Normal,,172.19.148.50,TBN-COM-HP-CL05,208.09 GB,19.03 GB,Red Hat Enterprise Linux 8 (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,8,0,28 days,,guestToolsUnmanaged|10346,Running,21 MHz,3.75 GB,2,localhost.localdomain,,421897ac-33e2-a102-648a-c78172efcba5,,Enabled,Protected,Not Required, --,No,false,false
Template RHEL7.8_NEW Updated_172.18.135.218,Powered Off,Normal,,172.19.146.117,TBN-CSTGLNV-CL02,208.21 GB,20.37 GB,Red Hat Enterprise Linux 7 (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,4,1,0 second,,guestToolsCurrent|10346,Not running,0 Hz,0 B,0,,,422a8a4e-5d2a-8986-1218-a127747347fb,,Enabled,N/A,Not Required, --,No,false,false
Template Ubuntu 16 New Updated_172.18.135.219,Powered Off,Normal,,172.19.146.163,TBN-CSTGLNV-CL02,154.2 GB,4.5 GB,Ubuntu Linux (64-bit),ESXi 5.0 and later (VM version 8),4 GB,0 B,4,1,0 second,,guestToolsSupportedOld|10247,Not running,0 Hz,0 B,0,,,422ada5f-eba9-65ab-d726-bafe862b6929,,Enabled,N/A,Not Required, --,No,false,false
Template Ubuntu 16_Updated_172.18.135.219,Powered Off,Normal,,172.19.148.33,TBN-COM-HP-CL05,154.2 GB,6.12 GB,Ubuntu Linux (64-bit),ESXi 5.0 and later (VM version 8),4 GB,0 B,4,1,0 second,,guestToolsUnmanaged|10247,Not running,0 Hz,0 B,0,ubuntu,,422ada5f-eba9-65ab-d726-bafe862b6929,,Enabled,N/A,Not Required, --,No,false,false
Template Ubuntu 18 DBA Updated,Powered Off,Normal,,172.19.146.117,TBN-CSTGLNV-CL02,304.2 GB,2.84 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),4 GB,0 B,4,1,0 second,,guestToolsSupportedOld|10304,Not running,0 Hz,0 B,0,,,422a7512-e7e0-6739-8850-71fdd17ad1c0,,Enabled,N/A,Not Required, --,No,false,false
Template Ubuntu 18 MySQL 5.7_Updated,Powered Off,Normal,,172.19.148.33,TBN-COM-HP-CL05,828.19 GB,5.81 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),8 GB,16 MB,8,1,0 second,,guestToolsSupportedOld|10304,Not running,0 Hz,0 B,0,,,422a70f9-da37-6afb-ef29-e1339025be12,,Enabled,N/A,Not Required, --,No,false,false
Template Ubuntu 18 MySQL DBA Updated,Powered Off,Normal,,172.19.146.163,TBN-CSTGLNV-CL02,828.19 GB,5.64 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),8 GB,16 MB,8,1,0 second,,guestToolsSupportedOld|10304,Not running,0 Hz,0 B,0,,,422a70f9-da37-6afb-ef29-e1339025be12,,Enabled,N/A,Not Required, --,No,false,false
Template ubuntu 20.04 Mysql 5.7 Updated,Powered Off,Normal,,172.19.148.33,TBN-COM-HP-CL05,308.2 GB,10.15 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,8,1,0 second,,guestToolsSupportedNew|11301,Not running,0 Hz,0 B,0,,,422ab405-0ee1-3b11-aabc-38f04dd84485,,Enabled,N/A,Not Required, --,No,false,false
Template Ubuntu 20.04 MYSQL8.0 updated,Powered On,Normal,,172.19.146.117,TBN-CSTGLNV-CL02,232.12 GB,40.08 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),32 GB,0 B,8,1,204 days,"172.18.42.170, fe80::250:56ff:fe98:ac2a",guestToolsUnmanaged|11269,Running,251 MHz,2.54 GB,1,ubuntu,"Intel® ""Broadwell"" Generation",422a535c-abed-7acc-d691-0f3d4360eed2,,Enabled,Protected,Not Required, --,No,false,false
Template Win 2016 Hardening updated,Powered Off,Normal,,172.19.148.33,TBN-COM-HP-CL05,508.2 GB,313.98 GB,Microsoft Windows Server 2016 or later (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,4,1,0 second,,guestToolsSupportedOld|10346,Not running,0 Hz,0 B,0,,,422ab343-c4d4-a317-7f78-00cbe5dce53a,,Enabled,N/A,Not Required, --,No,false,false
Template Windows 2019_SQL2017 (khusus DB) updated,Powered Off,Normal,,172.19.146.117,TBN-CSTGLNV-CL02,616.24 GB,24.01 GB,Microsoft Windows Server 2016 or later (64-bit),ESXi 6.7 and later (VM version 14),16 GB,0 B,16,1,0 second,,guestToolsCurrent|10346,Not running,0 Hz,0 B,0,,,422ab218-06f4-1b2f-f410-3b518d59f441,,Enabled,N/A,Not Required, --,No,false,false
Template Windows 2019_SQL2017 (khusus DB) updated_GTI,Powered On,Normal,,172.19.148.50,TBN-COM-HP-CL05,616.11 GB,52.47 GB,Microsoft Windows Server 2016 or later (64-bit),ESXi 6.7 and later (VM version 14),16 GB,0 B,16,1,16 hours,,guestToolsCurrent|11297,Running,351 MHz,16.03 GB,5,SIMPDBDEV139143,,422ab218-06f4-1b2f-f410-3b518d59f441,,Enabled,Protected,Not Required, --,No,false,false
template_Windows Server 2016 STD x64,Powered On,Normal,,tbn-com-hb09.hci.bri.co.id,TBN-COM-HB-CL01,216.12 GB,44.57 GB,Microsoft Windows Server 2016 (64-bit),ESXi 6.0 and later (VM version 11),16 GB,0 B,8,2,42 days,,guestToolsSupportedOld|10249,Running,923 MHz,10.66 GB,2,WIN-BJEJ629C556,"Intel® ""Broadwell"" Generation",42188aa0-daaf-6332-7cc4-3d6e31ee6890,,Enabled,Protected,Not Required,"Compliant (Aug 27, 2021 8:08 AM)",No,false,false
Test Replikasi,Powered Off,Normal,,172.19.146.198,TBN-CSTGLNV-CL03,16.24 GB,1.1 MB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),16 GB,0 B,24,1,0 second,,,Not running,0 Hz,0 B,0,,,4218c6d8-29a0-0068-9aa4-87d835006344,,Enabled,N/A,Not Required,"Not Applicable (Jul 18, 2021 3:13 PM)",No,false,false
test win2008 replikasi,Powered On,Normal,,tbn-com-hb08.hci.bri.co.id,TBN-COM-HB-CL01,104.11 GB,38.19 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.5 and later (VM version 13),4 GB,0 B,4,1,56 days,"172.19.149.61, fe80::a57b:b856:f3a1:cf92",guestToolsSupportedOld|10272,Running,83 MHz,3.95 GB,5,WIN-HBTO6VSA8BK,"Intel® ""Broadwell"" Generation",420608fd-3787-ea43-03d5-e66920c795a6,,Enabled,Protected,Not Required,"Compliant (Aug 27, 2021 8:08 AM)",No,false,false
Test Windows Replikasi_172.18.133.155,Powered On,Normal,,tbn-com-af04.hci.bri.co.id,TBN-MGT-AF-CL01,104.11 GB,28.74 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.5 and later (VM version 13),4 GB,0 B,4,1,39 days,,guestToolsCurrent|10338,Running,41 MHz,3.98 GB,2,WIN-HBTO6VSA8BK,"Intel® ""Broadwell"" Generation",4206570f-3360-f01b-d725-f98eedf53e81,,Enabled,Protected,Not Required, --,No,false,false
Test Windows Replikasi_172.18.133.155,Powered Off,Normal,,172.19.146.133,TBN-CSTGLNV-CL11,104.21 GB,15.18 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.5 and later (VM version 13),4 GB,0 B,4,2,0 second,,guestToolsSupportedOld|10338,Not running,0 Hz,0 B,0,WIN-HBTO6VSA8BK,,4206570f-3360-f01b-d725-f98eedf53e81,,Enabled,N/A,Not Required, --,No,false,false
Test-Redhat6-4,Powered On,Normal,,172.19.147.132,TBN-CSTGHP-CL01,216.11 GB,216.11 GB,Red Hat Enterprise Linux 6 (64-bit),ESXi 6.7 and later (VM version 14),16 GB,0 B,8,1,323 days,,guestToolsNotInstalled|0,Not running,0 Hz,8.16 GB,1,,"Intel® ""Haswell"" Generation",564dee2e-7d8e-e957-b44b-f22be84a3e9b,,Enabled,N/A,Not Required, --,No,false,false
test01_ubuntu_ovf,Powered Off,Normal,,172.19.147.132,TBN-CSTGHP-CL01,216.2 GB,1.78 GB,Ubuntu Linux (64-bit),ESXi 6.0 and later (VM version 11),16 GB,0 B,8,2,0 second,,guestToolsSupportedOld|10246,Not running,0 Hz,0 B,0,,,564da75d-d0bd-57d8-ca88-12f4b16b4994,"Template Ubuntu 14.04 x64, with NTP and zabbix agent installed, Requirement RAM : 16GB, CPU 2 cpu x 4 core, 2 eth VMXNET2, VMtools",Enabled,N/A,Not Required, --,No,false,false
test02_ubuntu_manual,Powered Off,Normal,,172.19.147.132,TBN-CSTGHP-CL01,164.18 GB,160 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),3.93 GB,0 B,6,1,0 second,,guestToolsNotInstalled|0,Not running,0 Hz,0 B,0,,,564d69b9-373d-c5e0-fbed-eb81dac29122,,Enabled,N/A,Not Required, --,No,false,false
test_redhat,Powered Off,Normal,,172.19.147.132,TBN-CSTGHP-CL01,236.25 GB,220 GB,Red Hat Enterprise Linux 6 (64-bit),ESXi 6.7 and later (VM version 14),16 GB,0 B,8,1,0 second,,guestToolsNotInstalled|0,Not running,0 Hz,0 B,0,,,564d4ff9-b9dc-3fd4-5a9c-c4d0fd9c8add,,Enabled,N/A,Not Required, --,No,false,false
test_redhat6_new,Powered On,Normal,,172.19.147.132,TBN-CSTGHP-CL01,236.11 GB,236.11 GB,Red Hat Enterprise Linux 6 (64-bit),ESXi 6.7 and later (VM version 14),16 GB,0 B,8,1,323 days,,guestToolsNotInstalled|0,Not running,0 Hz,9 GB,1,,"Intel® ""Haswell"" Generation",564d50d0-6085-55c5-e21e-1f2ef6006b04,,Enabled,N/A,Not Required, --,No,false,false
test_redhat_ovf,Powered On,Normal,,172.19.147.132,TBN-CSTGHP-CL01,216.11 GB,19.51 GB,Red Hat Enterprise Linux 6 (64-bit),ESXi 6.0 and later (VM version 11),16 GB,0 B,8,2,323 days,"fe80::20c:29ff:fe87:b01a, fe80::20c:29ff:fe87:b01a",guestToolsSupportedOld|10246,Running,0 Hz,2.31 GB,1,localhost.localdomain,"Intel® ""Haswell"" Generation",564d504e-e33c-a532-2498-392d9887b010,"Template RH 6.4, include NTP and Zabbix Agent, Hardware Spesification : RAM 16 GB, CPU 2 cpux4 core, 2 eth VMXNET3, VMtools",Enabled,N/A,Not Required, --,No,false,false
test_win02,Powered Off,Normal,,172.19.147.132,TBN-CSTGHP-CL01,216.22 GB,7 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.0 and later (VM version 11),16 GB,0 B,8,2,0 second,,guestToolsSupportedOld|10246,Not running,0 Hz,0 B,0,,,564d6c4e-cc9a-fe70-c3ad-44885644a399,"Template OVF Windows Server 2008 R2 Standard, include AV, AV Agent, zabbix, ntp, Ram 16GB, CPU 2 cpu x 4 core, 2 tth vmxnet3, vmtools",Enabled,N/A,Not Required, --,No,false,false
test_windows01,Powered Off,Normal,,172.19.147.132,TBN-CSTGHP-CL01,216.22 GB,44.05 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.0 and later (VM version 11),16 GB,0 B,8,1,0 second,,guestToolsSupportedOld|10246,Not running,0 Hz,0 B,0,,,564d63c9-da17-088b-d98c-2771506a9e6b,"Template OVF Windows Server 2008 R2 Standard, include AV, AV Agent, zabbix, ntp, Ram 16GB, CPU 2 cpu x 4 core, 2 tth vmxnet3, vmtools",Enabled,N/A,Not Required, --,No,false,false
test_windows02,Powered Off,Normal,,172.19.147.132,TBN-CSTGHP-CL01,216.22 GB,15.68 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.0 and later (VM version 11),16 GB,0 B,8,1,0 second,,guestToolsSupportedOld|10246,Not running,0 Hz,0 B,0,,,564d8b5f-f99c-d9de-740d-c753bff946ba,"Template OVF Windows Server 2008 R2 Standard, include AV, AV Agent, zabbix, ntp, Ram 16GB, CPU 2 cpu x 4 core, 2 tth vmxnet3, vmtools",Enabled,N/A,Not Required, --,No,false,false
TestVM,Powered Off,Normal,,tbn-com-hb01.hci.bri.co.id,TBN-COM-HB-CL01,24.21 GB,36.71 MB,Microsoft Windows Server 2012 (64-bit),ESXi 6.7 and later (VM version 14),4 GB,0 B,2,1,0 second,,guestToolsNotInstalled|0,Not running,0 Hz,0 B,0,,,42183964-bd3e-58d3-da6f-dceae16ab8a8,,Enabled,N/A,Not Required,"Compliant (Aug 27, 2021 8:08 AM)",No,false,false
testvmmdm,Powered On,Normal,,172.19.147.146,TBN-COM-MDM-CL01,632.09 GB,166.79 GB,Microsoft Windows Server 2016 or later (64-bit),ESXi 6.0 and later (VM version 11),32 GB,0 B,8,1,192 days,,guestToolsSupportedOld|10240,Running,77 MHz,22.71 GB,17,BRIEFXDRC1043,,4218933e-f95f-9f30-1d1b-907e8e1a32dd,,Enabled,Protected,Not Required, --,No,false,false
TFWEBSERVER,Powered On,Normal,,172.19.148.37,TBN-COM-HP-CL01,144.82 GB,100.19 GB,Microsoft Windows Server 2003 (64-bit),ESXi 6.0 and later (VM version 11),8 GB,0 B,16,1,117 days,66.0.0.84,guestToolsSupportedOld|10249,Running,3.05 GHz,5.35 GB,15,TFWEBSERVER,,564db62e-6cdf-05b7-c698-37af52ec572a,,Enabled,Protected,Not Required, --,No,false,false
TIPLUS BACK Office APP 172.18.44.120_PROD,Powered Off,Normal,com.vmware.vcDr,tbn-com-hb06.hci.bri.co.id,TBN-COM-HB-CL01,32.24 GB,0 B,Microsoft Windows Server 2012 (64-bit),ESXi 6.5 and later (VM version 13),32 GB,0 B,32,0,0 second,,,Not running,0 Hz,0 B,0,,,42182262-7f56-e24b-3739-08fad5b5a99e,,Enabled,N/A,Not Required,"Compliant (Aug 27, 2021 8:08 AM)",No,false,false
TiPlus FBCC_172.19.44.109,Powered On,Normal,,172.19.148.37,TBN-COM-HP-CL01,236.1 GB,68.61 GB,Microsoft Windows Server 2012 (64-bit),ESXi 6.0 and later (VM version 11),16 GB,0 B,8,3,36 days,"172.19.44.109, fe80::d0cd:c91f:378:1cee",guestToolsSupportedOld|10249,Running,2.17 GHz,16.09 GB,26,FBCCAPPDRC,,564d7032-0556-c433-0bef-753fb5a49c68,,Enabled,Protected,Not Required, --,No,false,false
TiPlus FBTI_172.19.44.120,Powered On,Normal,,172.19.148.34,TBN-COM-HP-CL05,514.09 GB,160.86 GB,Microsoft Windows Server 2012 (64-bit),ESXi 6.0 and later (VM version 11),64 GB,0 B,8,3,7 days,"172.19.44.120, fe80::f417:4f30:2deb:de5b",guestToolsSupportedOld|10249,Running,2.02 GHz,40.56 GB,7,FBTIAPPDRC,,564dc1c4-2ac0-a746-f98c-6bde79125f10,,Enabled,Protected,Not Required, --,No,false,false
TIPLUSDB_172.19.41.98,Powered On,Normal,,tbn-com-hb08.hci.bri.co.id,TBN-COM-HB-CL01,2.37 TB,2.29 TB,Microsoft Windows Server 2012 (64-bit),ESXi 6.5 and later (VM version 13),8 GB,0 B,4,2,264 days,"60.0.18.55, 172.19.41.98, fe80::dcb6:92f9:3dc1:a2e6, fe80::2cf4:9c27:6d8a:596f",guestToolsSupportedOld|10287,Running,1.01 GHz,8.06 GB,14,FBTIDBDRC,"Intel® ""Broadwell"" Generation",42186b7b-740f-0ede-3f37-0f28349926f8,,Enabled,Protected,Not Required,"Compliant (Aug 27, 2021 8:08 AM)",No,false,false
TMS Ingenico 172.18.65.76,Powered Off,Normal,,172.19.146.180,TBN-CSTGLNV-CL09,12.72 GB,0 B,Microsoft Windows Server 2008 R2 (64-bit),ESXi 5.0 and later (VM version 8),12 GB,0 B,16,0,0 second,,,Not running,0 Hz,0 B,0,,,4218ed73-3872-903c-0420-6f9bbd052dbe,,Enabled,N/A,Not Required, --,No,false,false
TPK_MIDLEWARE_GTI_172.21.49.13,Powered Off,Normal,com.vmware.vcDr,tbn-com-hb01.hci.bri.co.id,TBN-COM-HB-CL01,8.18 GB,0 B,Microsoft Windows Server 2003 (32-bit),ESXi 6.0 and later (VM version 11),8 GB,0 B,4,0,0 second,,,Not running,0 Hz,0 B,0,,,4218bf29-225e-c2f8-b450-5c7d9fc78025,,Enabled,N/A,Not Required,"Compliant (Aug 27, 2021 8:08 AM)",No,false,false
TPS App New_172.18.46.178,Powered Off,Normal,com.vmware.vcDr,tbn-com-hb05.hci.bri.co.id,TBN-COM-HB-CL01,8.18 GB,0 B,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,2,0,0 second,,,Not running,0 Hz,0 B,0,,,4218aa25-aaff-d56f-9c25-1d6d6304b92d,,Enabled,N/A,Not Required,"Compliant (Aug 27, 2021 8:08 AM)",No,false,false
TPS DB New_172.18.42.47,Powered Off,Normal,com.vmware.vcDr,tbn-com-hb05.hci.bri.co.id,TBN-COM-HB-CL01,64.21 GB,0 B,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),64 GB,0 B,16,0,0 second,,,Not running,0 Hz,0 B,0,,,421840fa-f52c-66a9-1895-76160325ceab,,Enabled,N/A,Not Required,"Compliant (Aug 27, 2021 8:08 AM)",No,false,false
TPS Middleware New_172.18.46.179,Powered Off,Normal,com.vmware.vcDr,tbn-com-hb10.hci.bri.co.id,TBN-COM-HB-CL01,64.19 GB,0 B,Microsoft Windows Server 2016 (64-bit),ESXi 6.5 and later (VM version 13),64 GB,0 B,8,0,0 second,,,Not running,0 Hz,0 B,0,,,421899a1-d029-301e-2103-5e45270c7864,,Enabled,N/A,Not Required,"Compliant (Aug 27, 2021 8:08 AM)",No,false,false
tpsdiklat_172.19.133.50,Powered Off,Unknown,,172.19.146.130,TBN-CSTGLNV-CL05,157.93 GB,157.93 GB,Ubuntu Linux (64-bit),ESXi 6.0 and later (VM version 11),,0 B,,,0 second,,,,0 Hz,0 B,0,converter,,,,Enabled,N/A,Not Required, --,No,,false
Trade Processing System APP_172.19.46.228,Powered On,Normal,,tbn-com-af12.hci.bri.co.id,TBN-COM-AF-CL01,2.04 TB,141.31 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),64 GB,16 MB,32,1,252 days,"172.19.46.228, fe80::250:56ff:feaa:db3a",guestToolsUnmanaged|10304,Running,20 MHz,4.62 GB,1,TPSAPP46228,"Intel® ""Broadwell"" Generation",422a2540-33a4-585d-4a3b-7964c9ae49cf,,Enabled,Protected,Not Required,"Compliant (Aug 27, 2021 8:08 AM)",No,false,false
