Name,State,Status,Managed By,Host,Cluster,Provisioned Space,Used Space,Guest OS,Compatibility,Memory Size,Reservation,CPUs,NICs,Uptime,IP Address,VMware Tools Version Status,"VMware Tools Running 
Status",Host CPU,Host Mem,Guest Mem - %,DNS Name,EVC Mode,UUID,Notes,Alarm Actions,HA Protection,Needs Consolidation,VM Storage Policies Compliance,Encryption,TPM,VBS
Template Rhel 6.6 Updated_172.18.135.216,Powered Off,Normal,,172.19.146.120,TBN-CSTGLNV-CL02,208.22 GB,2.95 GB,Red Hat Enterprise Linux 6 (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,8,1,0 second,,guestToolsSupportedOld|10338,Not running,0 Hz,0 B,0,,,422ad64d-8c03-df5f-6f3a-89b3a1aa86f6,,Enabled,N/A,Not Required, --,No,false,false
Template RHEL 8 MySql DBA Updated,Powered Off,Normal,,172.19.146.117,TBN-CSTGLNV-CL02,808.22 GB,25.35 GB,Red Hat Enterprise Linux 8 (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,8,1,0 second,,guestToolsSupportedNew|11264,Not running,0 Hz,0 B,0,,,422a9bfc-5f13-a7c2-933f-f7714633d234,,Enabled,N/A,Not Required, --,No,false,false
Template Rhel 8 Updated_172.18.135.217,Powered Off,Normal,,172.19.146.120,TBN-CSTGLNV-CL02,208.22 GB,10.8 GB,Red Hat Enterprise Linux 8 (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,8,1,0 second,,guestToolsSupportedOld|10346,Not running,0 Hz,0 B,0,,,422ae19f-d389-42ec-c861-34addcccf79a,,Enabled,N/A,Not Required, --,No,false,false
Template RHEL7.8_NEW Updated_172.18.135.218,Powered Off,Normal,,172.19.146.117,TBN-CSTGLNV-CL02,208.21 GB,20.37 GB,Red Hat Enterprise Linux 7 (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,4,1,0 second,,guestToolsCurrent|10346,Not running,0 Hz,0 B,0,,,422a8a4e-5d2a-8986-1218-a127747347fb,,Enabled,N/A,Not Required, --,No,false,false
Template Ubuntu 16 New Updated_172.18.135.219,Powered Off,Normal,,172.19.146.163,TBN-CSTGLNV-CL02,154.2 GB,4.5 GB,Ubuntu Linux (64-bit),ESXi 5.0 and later (VM version 8),4 GB,0 B,4,1,0 second,,guestToolsSupportedOld|10247,Not running,0 Hz,0 B,0,,,422ada5f-eba9-65ab-d726-bafe862b6929,,Enabled,N/A,Not Required, --,No,false,false
Template Ubuntu 16_Updated_172.18.135.219,Powered Off,Normal,,172.19.148.33,TBN-COM-HP-CL05,154.2 GB,6.12 GB,Ubuntu Linux (64-bit),ESXi 5.0 and later (VM version 8),4 GB,0 B,4,1,0 second,,guestToolsUnmanaged|10247,Not running,0 Hz,0 B,0,ubuntu,,422ada5f-eba9-65ab-d726-bafe862b6929,,Enabled,N/A,Not Required, --,No,false,false
Template Ubuntu 18 DBA Updated,Powered Off,Normal,,172.19.146.117,TBN-CSTGLNV-CL02,304.2 GB,2.84 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),4 GB,0 B,4,1,0 second,,guestToolsSupportedOld|10304,Not running,0 Hz,0 B,0,,,422a7512-e7e0-6739-8850-71fdd17ad1c0,,Enabled,N/A,Not Required, --,No,false,false
Template Ubuntu 18 MySQL 5.7_Updated,Powered Off,Normal,,172.19.148.33,TBN-COM-HP-CL05,828.19 GB,5.81 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),8 GB,16 MB,8,1,0 second,,guestToolsSupportedOld|10304,Not running,0 Hz,0 B,0,,,422a70f9-da37-6afb-ef29-e1339025be12,,Enabled,N/A,Not Required, --,No,false,false
Template Ubuntu 18 MySQL DBA Updated,Powered Off,Normal,,172.19.146.163,TBN-CSTGLNV-CL02,828.19 GB,5.64 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),8 GB,16 MB,8,1,0 second,,guestToolsSupportedOld|10304,Not running,0 Hz,0 B,0,,,422a70f9-da37-6afb-ef29-e1339025be12,,Enabled,N/A,Not Required, --,No,false,false
Template ubuntu 20.04 Mysql 5.7 Updated,Powered Off,Normal,,172.19.148.33,TBN-COM-HP-CL05,308.2 GB,10.15 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,8,1,0 second,,guestToolsSupportedNew|11301,Not running,0 Hz,0 B,0,,,422ab405-0ee1-3b11-aabc-38f04dd84485,,Enabled,N/A,Not Required, --,No,false,false
Template Ubuntu 20.04 MYSQL8.0 updated,Powered On,Normal,,172.19.146.117,TBN-CSTGLNV-CL02,232.11 GB,40.08 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),32 GB,0 B,8,1,167 days,"172.18.42.170, fe80::250:56ff:fe98:ac2a",guestToolsUnmanaged|11269,Running,251 MHz,2.53 GB,1,ubuntu,"Intel® ""Broadwell"" Generation",422a535c-abed-7acc-d691-0f3d4360eed2,,Enabled,Protected,Not Required, --,No,false,false
Template Win 2016 Hardening updated,Powered Off,Normal,,172.19.148.33,TBN-COM-HP-CL05,508.2 GB,313.98 GB,Microsoft Windows Server 2016 or later (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,4,1,0 second,,guestToolsSupportedOld|10346,Not running,0 Hz,0 B,0,,,422ab343-c4d4-a317-7f78-00cbe5dce53a,,Enabled,N/A,Not Required, --,No,false,false
Template Windows 2019_SQL2017 (khusus DB) updated,Powered Off,Normal,,172.19.146.117,TBN-CSTGLNV-CL02,616.24 GB,24.01 GB,Microsoft Windows Server 2016 or later (64-bit),ESXi 6.7 and later (VM version 14),16 GB,0 B,16,1,0 second,,guestToolsCurrent|10346,Not running,0 Hz,0 B,0,,,422ab218-06f4-1b2f-f410-3b518d59f441,,Enabled,N/A,Not Required, --,No,false,false
Template Windows 2019_SQL2017 (khusus DB) updated_GTI,Powered On,Normal,,172.19.148.47,TBN-COM-HP-CL05,616.11 GB,49.68 GB,Microsoft Windows Server 2016 or later (64-bit),ESXi 6.7 and later (VM version 14),16 GB,0 B,16,1,45 days,,guestToolsCurrent|11297,Running,372 MHz,16.03 GB,5,SIMPDBDEV139143,,422ab218-06f4-1b2f-f410-3b518d59f441,,Enabled,Protected,Not Required, --,No,false,false
template_Windows Server 2016 STD x64,Powered On,Normal,,tbn-com-hb09.hci.bri.co.id,TBN-COM-HB-CL01,216.12 GB,44.55 GB,Microsoft Windows Server 2016 (64-bit),ESXi 6.0 and later (VM version 11),16 GB,0 B,8,2,5 days,,guestToolsSupportedOld|10249,Running,146 MHz,10.5 GB,5,WIN-BJEJ629C556,"Intel® ""Broadwell"" Generation",42188aa0-daaf-6332-7cc4-3d6e31ee6890,,Enabled,Protected,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
Test Replikasi,Powered Off,Normal,,172.19.146.198,TBN-CSTGLNV-CL03,16.24 GB,1.1 MB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),16 GB,0 B,24,1,0 second,,,Not running,0 Hz,0 B,0,,,4218c6d8-29a0-0068-9aa4-87d835006344,,Enabled,N/A,Not Required,"Not Applicable (Jul 18, 2021 3:13 PM)",No,false,false
test win2008 replikasi,Powered On,Normal,,tbn-com-hb08.hci.bri.co.id,TBN-COM-HB-CL01,104.11 GB,38.19 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.5 and later (VM version 13),4 GB,0 B,4,1,19 days,"172.19.149.61, fe80::a57b:b856:f3a1:cf92",guestToolsSupportedOld|10272,Running,83 MHz,3.94 GB,5,WIN-HBTO6VSA8BK,"Intel® ""Broadwell"" Generation",420608fd-3787-ea43-03d5-e66920c795a6,,Enabled,Protected,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
Test Windows Replikasi_172.18.133.155,Powered Off,Normal,,172.19.146.199,TBN-CSTGLNV-CL12,104.21 GB,15.18 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.5 and later (VM version 13),4 GB,0 B,4,2,0 second,,guestToolsSupportedOld|10338,Not running,0 Hz,0 B,0,WIN-HBTO6VSA8BK,,4206570f-3360-f01b-d725-f98eedf53e81,,Enabled,N/A,Not Required, --,No,false,false
Test Windows Replikasi_172.18.133.155,Powered On,Normal,,tbn-com-af04.hci.bri.co.id,TBN-MGT-AF-CL01,104.11 GB,28.74 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.5 and later (VM version 13),4 GB,0 B,4,1,2 days,,guestToolsCurrent|10338,Running,41 MHz,3.97 GB,2,WIN-HBTO6VSA8BK,"Intel® ""Broadwell"" Generation",4206570f-3360-f01b-d725-f98eedf53e81,,Enabled,Protected,Not Required, --,No,false,false
Test-Redhat6-4,Powered On,Normal,,172.19.147.132,TBN-CSTGHP-CL01,216.11 GB,216.11 GB,Red Hat Enterprise Linux 6 (64-bit),ESXi 6.7 and later (VM version 14),16 GB,0 B,8,1,286 days,,guestToolsNotInstalled|0,Not running,0 Hz,8.16 GB,1,,"Intel® ""Haswell"" Generation",564dee2e-7d8e-e957-b44b-f22be84a3e9b,,Enabled,N/A,Not Required, --,No,false,false
test01_ubuntu_ovf,Powered Off,Normal,,172.19.147.132,TBN-CSTGHP-CL01,216.2 GB,1.78 GB,Ubuntu Linux (64-bit),ESXi 6.0 and later (VM version 11),16 GB,0 B,8,2,0 second,,guestToolsSupportedOld|10246,Not running,0 Hz,0 B,0,,,564da75d-d0bd-57d8-ca88-12f4b16b4994,"Template Ubuntu 14.04 x64, with NTP and zabbix agent installed, Requirement RAM : 16GB, CPU 2 cpu x 4 core, 2 eth VMXNET2, VMtools",Enabled,N/A,Not Required, --,No,false,false
test02_ubuntu_manual,Powered Off,Normal,,172.19.147.132,TBN-CSTGHP-CL01,164.18 GB,160 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),3.93 GB,0 B,6,1,0 second,,guestToolsNotInstalled|0,Not running,0 Hz,0 B,0,,,564d69b9-373d-c5e0-fbed-eb81dac29122,,Enabled,N/A,Not Required, --,No,false,false
test_redhat,Powered Off,Normal,,172.19.147.132,TBN-CSTGHP-CL01,236.25 GB,220 GB,Red Hat Enterprise Linux 6 (64-bit),ESXi 6.7 and later (VM version 14),16 GB,0 B,8,1,0 second,,guestToolsNotInstalled|0,Not running,0 Hz,0 B,0,,,564d4ff9-b9dc-3fd4-5a9c-c4d0fd9c8add,,Enabled,N/A,Not Required, --,No,false,false
test_redhat6_new,Powered On,Normal,,172.19.147.132,TBN-CSTGHP-CL01,236.11 GB,236.11 GB,Red Hat Enterprise Linux 6 (64-bit),ESXi 6.7 and later (VM version 14),16 GB,0 B,8,1,286 days,,guestToolsNotInstalled|0,Not running,0 Hz,9 GB,1,,"Intel® ""Haswell"" Generation",564d50d0-6085-55c5-e21e-1f2ef6006b04,,Enabled,N/A,Not Required, --,No,false,false
test_redhat_ovf,Powered On,Normal,,172.19.147.132,TBN-CSTGHP-CL01,216.11 GB,19.51 GB,Red Hat Enterprise Linux 6 (64-bit),ESXi 6.0 and later (VM version 11),16 GB,0 B,8,2,286 days,"fe80::20c:29ff:fe87:b01a, fe80::20c:29ff:fe87:b01a",guestToolsSupportedOld|10246,Running,23 MHz,2.29 GB,2,localhost.localdomain,"Intel® ""Haswell"" Generation",564d504e-e33c-a532-2498-392d9887b010,"Template RH 6.4, include NTP and Zabbix Agent, Hardware Spesification : RAM 16 GB, CPU 2 cpux4 core, 2 eth VMXNET3, VMtools",Enabled,N/A,Not Required, --,No,false,false
test_win02,Powered Off,Normal,,172.19.147.132,TBN-CSTGHP-CL01,216.22 GB,7 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.0 and later (VM version 11),16 GB,0 B,8,2,0 second,,guestToolsSupportedOld|10246,Not running,0 Hz,0 B,0,,,564d6c4e-cc9a-fe70-c3ad-44885644a399,"Template OVF Windows Server 2008 R2 Standard, include AV, AV Agent, zabbix, ntp, Ram 16GB, CPU 2 cpu x 4 core, 2 tth vmxnet3, vmtools",Enabled,N/A,Not Required, --,No,false,false
test_windows01,Powered Off,Normal,,172.19.147.132,TBN-CSTGHP-CL01,216.22 GB,44.05 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.0 and later (VM version 11),16 GB,0 B,8,1,0 second,,guestToolsSupportedOld|10246,Not running,0 Hz,0 B,0,,,564d63c9-da17-088b-d98c-2771506a9e6b,"Template OVF Windows Server 2008 R2 Standard, include AV, AV Agent, zabbix, ntp, Ram 16GB, CPU 2 cpu x 4 core, 2 tth vmxnet3, vmtools",Enabled,N/A,Not Required, --,No,false,false
test_windows02,Powered Off,Normal,,172.19.147.132,TBN-CSTGHP-CL01,216.22 GB,15.68 GB,Microsoft Windows Server 2008 R2 (64-bit),ESXi 6.0 and later (VM version 11),16 GB,0 B,8,1,0 second,,guestToolsSupportedOld|10246,Not running,0 Hz,0 B,0,,,564d8b5f-f99c-d9de-740d-c753bff946ba,"Template OVF Windows Server 2008 R2 Standard, include AV, AV Agent, zabbix, ntp, Ram 16GB, CPU 2 cpu x 4 core, 2 tth vmxnet3, vmtools",Enabled,N/A,Not Required, --,No,false,false
TestVM,Powered Off,Normal,,tbn-com-hb01.hci.bri.co.id,TBN-COM-HB-CL01,24.21 GB,36.71 MB,Microsoft Windows Server 2012 (64-bit),ESXi 6.7 and later (VM version 14),4 GB,0 B,2,1,0 second,,guestToolsNotInstalled|0,Not running,0 Hz,0 B,0,,,42183964-bd3e-58d3-da6f-dceae16ab8a8,,Enabled,N/A,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
testvmmdm,Powered On,Normal,,172.19.147.146,TBN-COM-MDM-CL01,632.09 GB,166.79 GB,Microsoft Windows Server 2016 or later (64-bit),ESXi 6.0 and later (VM version 11),32 GB,0 B,8,1,154 days,,guestToolsSupportedOld|10240,Running,51 MHz,20.85 GB,1,BRIEFXDRC1043,,4218933e-f95f-9f30-1d1b-907e8e1a32dd,,Enabled,Protected,Not Required, --,No,false,false
TFWEBSERVER,Powered On,Normal,,172.19.148.37,TBN-COM-HP-CL01,144.81 GB,100.19 GB,Microsoft Windows Server 2003 (64-bit),ESXi 6.0 and later (VM version 11),8 GB,0 B,16,1,79 days,66.0.0.84,guestToolsSupportedOld|10249,Running,3.03 GHz,5.35 GB,1,TFWEBSERVER,,564db62e-6cdf-05b7-c698-37af52ec572a,,Enabled,Protected,Not Required, --,No,false,false
TIPLUS BACK Office APP 172.18.44.120_PROD,Powered Off,Normal,com.vmware.vcDr,tbn-com-hb06.hci.bri.co.id,TBN-COM-HB-CL01,32.24 GB,0 B,Microsoft Windows Server 2012 (64-bit),ESXi 6.5 and later (VM version 13),32 GB,0 B,32,0,0 second,,,Not running,0 Hz,0 B,0,,,42182262-7f56-e24b-3739-08fad5b5a99e,,Enabled,N/A,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
TiPlus FBCC_172.19.44.109,Powered On,Normal,,172.19.148.21,TBN-COM-HP-CL01,236.1 GB,65.45 GB,Microsoft Windows Server 2012 (64-bit),ESXi 6.0 and later (VM version 11),16 GB,0 B,8,3,30 days,"172.19.44.109, fe80::d0cd:c91f:378:1cee",guestToolsSupportedOld|10249,Running,372 MHz,16.09 GB,7,FBCCAPPDRC,,564d7032-0556-c433-0bef-753fb5a49c68,,Enabled,Protected,Not Required, --,No,false,false
TiPlus FBTI_172.19.44.120,Powered On,Normal,,172.19.148.48,TBN-COM-HP-CL05,514.09 GB,158.02 GB,Microsoft Windows Server 2012 (64-bit),ESXi 6.0 and later (VM version 11),64 GB,0 B,8,3,2 days,"172.19.44.120, fe80::f417:4f30:2deb:de5b",guestToolsSupportedOld|10249,Running,811 MHz,36.9 GB,2,FBTIAPPDRC,,564dc1c4-2ac0-a746-f98c-6bde79125f10,,Enabled,Protected,Not Required, --,No,false,false
TIPLUSDB_172.19.41.98,Powered On,Normal,,tbn-com-hb08.hci.bri.co.id,TBN-COM-HB-CL01,2.37 TB,2.29 TB,Microsoft Windows Server 2012 (64-bit),ESXi 6.5 and later (VM version 13),8 GB,0 B,4,2,227 days,"60.0.18.55, 172.19.41.98, fe80::dcb6:92f9:3dc1:a2e6, fe80::2cf4:9c27:6d8a:596f",guestToolsSupportedOld|10287,Running,650 MHz,8.06 GB,10,FBTIDBDRC,"Intel® ""Broadwell"" Generation",42186b7b-740f-0ede-3f37-0f28349926f8,,Enabled,Protected,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
TMS Ingenico 172.18.65.76,Powered Off,Normal,,172.19.146.180,TBN-CSTGLNV-CL09,12.72 GB,0 B,Microsoft Windows Server 2008 R2 (64-bit),ESXi 5.0 and later (VM version 8),12 GB,0 B,16,0,0 second,,,Not running,0 Hz,0 B,0,,,4218ed73-3872-903c-0420-6f9bbd052dbe,,Enabled,N/A,Not Required, --,No,false,false
TPK_MIDLEWARE_GTI_172.21.49.13,Powered Off,Normal,com.vmware.vcDr,tbn-com-hb01.hci.bri.co.id,TBN-COM-HB-CL01,8.18 GB,0 B,Microsoft Windows Server 2003 (32-bit),ESXi 6.0 and later (VM version 11),8 GB,0 B,4,0,0 second,,,Not running,0 Hz,0 B,0,,,4218bf29-225e-c2f8-b450-5c7d9fc78025,,Enabled,N/A,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
TPS App New_172.18.46.178,Powered Off,Normal,com.vmware.vcDr,tbn-com-hb05.hci.bri.co.id,TBN-COM-HB-CL01,8.18 GB,0 B,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),8 GB,0 B,2,0,0 second,,,Not running,0 Hz,0 B,0,,,4218aa25-aaff-d56f-9c25-1d6d6304b92d,,Enabled,N/A,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
TPS DB New_172.18.42.47,Powered Off,Normal,com.vmware.vcDr,tbn-com-hb05.hci.bri.co.id,TBN-COM-HB-CL01,64.21 GB,0 B,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),64 GB,0 B,16,0,0 second,,,Not running,0 Hz,0 B,0,,,421840fa-f52c-66a9-1895-76160325ceab,,Enabled,N/A,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
TPS Middleware New_172.18.46.179,Powered Off,Normal,com.vmware.vcDr,tbn-com-hb10.hci.bri.co.id,TBN-COM-HB-CL01,64.19 GB,0 B,Microsoft Windows Server 2016 (64-bit),ESXi 6.5 and later (VM version 13),64 GB,0 B,8,0,0 second,,,Not running,0 Hz,0 B,0,,,421899a1-d029-301e-2103-5e45270c7864,,Enabled,N/A,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
tpsdiklat_172.19.133.50,Powered Off,Unknown,,172.19.146.148,TBN-CSTGLNV-CL05,157.93 GB,157.93 GB,Ubuntu Linux (64-bit),ESXi 6.0 and later (VM version 11),,0 B,,,0 second,,,,0 Hz,0 B,0,converter,,,,Enabled,N/A,Not Required, --,No,,false
Trade Processing System APP_172.19.46.228,Powered On,Normal,,tbn-com-af12.hci.bri.co.id,TBN-COM-AF-CL01,2.04 TB,141.31 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),64 GB,16 MB,32,1,215 days,"172.19.46.228, fe80::250:56ff:feaa:db3a",guestToolsUnmanaged|10304,Running,20 MHz,4.55 GB,1,TPSAPP46228,"Intel® ""Broadwell"" Generation",422a2540-33a4-585d-4a3b-7964c9ae49cf,,Enabled,Protected,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
Trade Processing System DB_172.19.42.63,Powered On,Normal,,tbn-com-af13.hci.bri.co.id,TBN-COM-AF-CL01,2.04 TB,162.24 GB,Ubuntu Linux (64-bit),ESXi 6.7 and later (VM version 14),64 GB,16 MB,32,1,433 days,"172.19.42.63, fe80::250:56ff:fe98:5081",guestToolsUnmanaged|10304,Running,20 MHz,5.8 GB,1,TPSDB4263,"Intel® ""Broadwell"" Generation",422a2540-33a4-585d-4a3b-7964c9ae49cf,,Enabled,Protected,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
TrendMicro_DBTMCM,Powered On,Normal,,tbn-com-hb09.hci.bri.co.id,TBN-COM-HB-CL01,512.11 GB,147.09 GB,Microsoft Windows Server 2016 (64-bit),ESXi 6.5 and later (VM version 13),12 GB,0 B,4,1,253 days,"172.19.44.222, fe80::9576:3009:bfe:f86f",guestToolsCurrent|10338,Running,3.17 GHz,12.04 GB,7,SQL-SERVER2,"Intel® ""Broadwell"" Generation",4218732e-b560-1560-cae9-8acfc103a143,,Enabled,Protected,Not Required,"Out of Date (Mar 27, 2021 4:55 PM)",No,false,false
trn-wbs-db_172.19.133.170 (p2v),Powered On,Normal,,172.19.146.112,TBN-CSTGLNV-CL06,53.13 GB,53.13 GB,Microsoft Windows Server 2003 (64-bit),ESXi 6.0 and later (VM version 11),8 GB,0 B,4,1,100 days,172.19.133.35,guestToolsSupportedOld|8295,Running,20 MHz,6.78 GB,1,trn-wbs-db,"Intel® ""Broadwell"" Generation",420beecd-892b-f327-f596-e5dd3dbffd33,,Enabled,Protected,Not Required, --,No,false,false
trn-wbs-db_172.19.133.170_clone dari p2v,Powered Off,Normal,,172.19.146.190,TBN-CSTGLNV-CL06,53.18 GB,45 GB,Microsoft Windows Server 2003 (64-bit),ESXi 6.0 and later (VM version 11),8 GB,0 B,4,1,0 second,,guestToolsNotInstalled|0,Not running,0 Hz,0 B,0,,,420b3d8a-68ab-d051-5b22-6a31c8b00a11,,Enabled,N/A,Not Required, --,No,false,false
UAT CAMS APPS1_172.19.139.92,Powered On,Normal,,172.19.148.48,TBN-COM-HP-CL05,1.14 TB,111.44 GB,CentOS 7 (64-bit),ESXi 6.7 and later (VM version 14),32 GB,0 B,12,1,5 days,"192.168.122.1, 172.19.139.92, fe80::250:56ff:feaa:f5a8",guestToolsUnmanaged|2147483647,Running,43 MHz,19.69 GB,1,UATCAMSAPPS113992,,422a5531-fb06-6222-c3fb-e9e42de65793,,Enabled,Protected,Not Required, --,No,false,false
UAT CAMS APPS2_172.19.139.93,Powered On,Normal,,172.19.148.34,TBN-COM-HP-CL05,1.14 TB,69.34 GB,CentOS 7 (64-bit),ESXi 6.7 and later (VM version 14),32 GB,0 B,12,1,2 days,"192.168.122.1, 172.19.139.93, fe80::250:56ff:feaa:89ee",guestToolsUnmanaged|2147483647,Running,109 MHz,4.56 GB,1,UATCAMSAPPS2_13993,,422afc7d-859d-b062-c497-82b3710ba87e,,Enabled,Protected,Not Required, --,No,false,false
UAT CAMS APPS3_172.19.139.94,Powered On,Normal,,172.19.148.33,TBN-COM-HP-CL05,1.14 TB,67.76 GB,CentOS 7 (64-bit),ESXi 6.7 and later (VM version 14),32 GB,0 B,12,1,1 days,,guestToolsUnmanaged|2147483647,Not running,21 MHz,4.36 GB,1,,,422a81f0-8446-2d26-16d3-17b0f9cd45c6,,Enabled,Protected,Not Required, --,No,false,false
UAT CAMS DB HA_172.19.139.122,Powered On,Normal,,172.19.148.50,TBN-COM-HP-CL05,1.56 TB,1.14 TB,CentOS 7 (64-bit),ESXi 6.7 and later (VM version 14),64 GB,0 B,24,1,14 days,,guestToolsUnmanaged|2147483647,Not running,43 MHz,10.02 GB,1,UATCAMSDBHA_139122,,422a89ce-d84e-c5bb-8794-64f9b2b5ad8b,,Enabled,Protected,Not Required, --,No,false,false
UAT CAMS DB_172.19.139.121,Powered On,Normal,,172.19.148.34,TBN-COM-HP-CL05,1.58 TB,1.46 TB,CentOS 7 (64-bit),ESXi 6.7 and later (VM version 14),128 GB,0 B,24,1,5 days,172.19.139.121,guestToolsUnmanaged|2147483647,Running,43 MHz,54.12 GB,1,UATCAMSDB_139121,,422ab648-a526-f0c0-1a2c-5c82aa735dbb,,Enabled,Protected,Not Required, --,No,false,false
UAT CAMS Hot Backup_172.19.139.95,Powered On,Normal,,172.19.148.48,TBN-COM-HP-CL05,1.14 TB,68.34 GB,CentOS 7 (64-bit),ESXi 6.7 and later (VM version 14),32 GB,0 B,12,1,5 days,,guestToolsUnmanaged|2147483647,Not running,21 MHz,5.31 GB,2,UATCAMSHotBackup_13995,,422a2fbe-20fc-b678-d2f9-aed41d106ab5,,Enabled,Protected,Not Required, --,No,false,false
UAT CAMS LB HA_172.19.139.123,Powered On,Normal,,172.19.148.34,TBN-COM-HP-CL05,1.14 TB,96.04 GB,CentOS 7 (64-bit),ESXi 6.7 and later (VM version 14),32 GB,0 B,12,1,10 days,"192.168.122.1, 172.19.139.123, fe80::250:56ff:feaa:8988",guestToolsUnmanaged|2147483647,Running,109 MHz,22.7 GB,1,UATCAMSLBHA_139123,,422a7750-3a65-f4e2-090c-2646ee952249,,Enabled,Protected,Not Required, --,No,false,false
UAT CAMS LB_172.19.139.91,Powered On,Normal,,172.19.148.49,TBN-COM-HP-CL05,1.14 TB,591.36 GB,CentOS 7 (64-bit),ESXi 6.7 and later (VM version 14),32 GB,0 B,12,1,5 days,"192.168.122.1, 172.19.139.91, fe80::250:56ff:feaa:c7d7",guestToolsUnmanaged|2147483647,Running,109 MHz,4.78 GB,1,UATCAMSLB_13991,,422ad510-44c8-cf91-d194-362d4dbbeb16,,Enabled,Protected,Not Required, --,No,false,false
UAT CAMS NFS_172.19.139.132,Powered On,Normal,,172.19.148.50,TBN-COM-HP-CL05,728.11 GB,506.03 GB,CentOS 7 (64-bit),ESXi 6.7 and later (VM version 14),16 GB,0 B,16,1,13 days,"172.19.139.132, fe80::250:56ff:feaa:5ad6",guestToolsUnmanaged|10336,Running,65 MHz,14.82 GB,2,UATCAMSNFS_139132,,422a9d58-58a0-f9d4-b89d-d51548435eff,,Enabled,Protected,Not Required, --,No,false,false
Ubuntu 16.04,Powered Off,Unknown,,172.19.146.125,TBN-CSTGLNV-CL02,216.12 GB,216.12 GB,Ubuntu Linux (64-bit),ESXi 6.0 and later (VM version 11),,0 B,,,0 second,,,,0 Hz,0 B,0,ubuntu,,,"Template Ubuntu 16.04 with NTP and zabbix agent installed, requirement RAM 16 GB, CPU 2 cpu x 4 core, e eth VMXNET3, VMtools",Enabled,N/A,Not Required, --,No,,false
ubuntu-mocash_10.101.11.206(P2V)_172.18.136.84,Powered Off,Normal,com.vmware.vcDr,tbn-com-hb05.hci.bri.co.id,TBN-COM-HB-CL01,8.18 GB,0 B,Ubuntu Linux (32-bit),ESXi 6.0 and later (VM version 11),8 GB,0 B,2,0,0 second,,,Not running,0 Hz,0 B,0,,,421891dc-4972-11b8-ef01-981ee9415ed9,,Enabled,N/A,Not Required,"Compliant (Jul 21, 2021 12:08 AM)",No,false,false
Ubuntu14.04_LAMPP_template Updated_172.18.135.221,Powered Off,Normal,,172.19.146.167,TBN-CSTGLNV-CL02,170.2 GB,5.63 GB,Ubuntu Linux (64-bit),ESXi 5.0 and later (VM version 8),4 GB,0 B,8,1,0 second,,guestToolsSupportedNew|10346,Not running,0 Hz,0 B,0,,,42068b9b-b094-08e1-7f83-ff02b362685a,,Enabled,N/A,Not Required, --,No,false,false
ubuntu_02,Powered Off,Normal,,172.19.147.132,TBN-CSTGHP-CL01,216.2 GB,1.78 GB,Ubuntu Linux (64-bit),ESXi 6.0 and later (VM version 11),16 GB,0 B,8,2,0 second,,guestToolsSupportedOld|10246,Not running,0 Hz,0 B,0,,,564d3f56-c758-f870-daf2-9504123dad28,"Template Ubuntu 14.04 x64, with NTP and zabbix agent installed, Requirement RAM : 16GB, CPU 2 cpu x 4 core, 2 eth VMXNET2, VMtools",Enabled,N/A,Not Required, --,No,false,false
